price,discount,day_of_week,is_weekend,is_campaign,stock_level,competitor_price,units_sold
221,10,0,0,0,27,613,51
447,33,4,1,1,103,548,127
775,23,4,0,1,159,459,67
189,14,1,1,1,255,799,105
747,37,4,0,1,298,918,97
797,7,1,1,0,423,129,42
415,4,3,0,1,218,878,58
277,47,0,0,0,135,207,108
639,25,6,1,1,244,943,106
831,17,3,1,0,425,701,47
968,5,4,1,0,435,816,28
140,36,3,1,1,471,990,145
839,47,3,1,0,131,544,107
803,12,3,0,1,147,992,53
601,27,4,1,0,124,537,71
244,4,6,1,1,429,831,89
300,12,5,0,0,171,989,50
823,16,3,0,1,210,705,58
560,49,1,1,1,243,556,148
831,39,4,0,0,37,714,74
851,44,3,0,0,20,834,67
657,31,6,1,0,215,797,90
646,28,5,0,0,176,795,68
352,2,4,0,1,256,594,66
489,39,2,1,0,56,773,110
693,33,5,1,1,255,346,116
982,39,1,0,0,136,642,50
355,26,3,0,1,156,663,103
808,12,6,1,1,127,956,73
914,44,2,0,1,408,687,99
549,32,6,0,1,391,996,95
109,5,2,0,0,421,538,44
923,23,4,1,0,161,377,50
897,18,2,0,1,81,651,69
341,15,1,0,0,372,712,55
350,39,1,1,0,146,210,120
976,27,0,0,1,184,484,65
104,32,1,0,0,298,932,100
218,47,5,1,0,455,860,137
900,40,2,1,0,490,290,89
473,12,1,1,1,28,589,99
164,42,4,1,0,204,793,122
245,44,6,0,1,339,525,126
323,24,6,0,0,433,504,73
338,41,0,1,0,184,434,115
276,35,6,1,0,499,308,100
878,26,2,0,1,458,121,78
952,37,0,1,1,422,777,113
381,6,2,0,0,443,710,47
162,4,4,1,1,363,307,92
316,42,0,0,0,150,107,90
953,44,3,1,1,255,801,114
926,30,5,1,1,394,786,106
894,22,5,0,0,427,884,44
788,41,2,1,0,102,628,97
560,9,6,0,0,441,701,39
709,31,3,0,0,248,752,58
204,42,0,0,1,214,756,140
198,29,3,0,1,57,265,110
610,38,3,0,1,442,948,113
484,30,6,1,0,254,595,95
504,17,0,1,0,329,689,79
922,35,4,0,1,326,528,94
617,1,6,1,0,422,873,39
575,13,3,0,1,304,262,76
808,12,3,1,1,137,465,79
962,28,4,1,1,353,625,95
744,11,3,1,1,291,338,75
969,38,3,1,1,26,171,107
870,1,3,0,0,80,544,1
536,31,5,0,0,278,754,62
122,12,6,1,0,334,921,76
664,45,1,1,1,291,608,141
776,26,6,0,1,314,894,75
813,48,4,1,1,460,368,137
557,40,3,0,1,16,852,115
182,16,6,0,0,323,514,64
244,39,5,0,0,314,344,104
184,30,4,1,1,112,774,126
177,33,2,0,1,318,159,112
556,23,6,1,1,202,105,106
977,44,2,0,0,250,808,62
100,34,3,1,0,71,669,119
150,47,5,1,0,26,916,141
784,5,5,1,1,180,506,73
816,18,6,0,1,34,316,62
871,29,4,0,0,260,125,46
545,6,4,1,1,262,914,89
548,9,5,1,0,396,104,65
980,40,4,1,1,216,631,116
587,31,5,0,0,38,489,63
899,33,6,0,1,126,809,82
133,27,1,0,0,425,670,85
447,14,5,0,0,291,547,38
194,29,2,1,0,389,853,100
171,36,4,1,0,153,245,108
650,28,5,0,0,34,487,51
253,21,5,0,0,319,884,60
349,3,6,1,1,165,348,89
773,19,4,0,1,82,625,66
537,31,1,0,1,129,561,95
217,35,6,0,0,321,112,81
870,49,1,0,0,330,483,85
990,3,6,0,1,102,655,30
405,26,4,0,0,95,986,64
367,16,0,1,0,345,498,76
153,11,4,0,0,434,118,56
335,21,4,0,0,373,674,64
488,16,1,1,0,444,590,68
833,9,1,1,1,127,850,61
862,0,4,1,1,242,518,63
924,21,4,0,1,208,436,58
500,25,4,1,1,215,518,106
723,17,1,0,1,422,711,67
866,49,4,0,0,348,774,86
402,13,4,0,0,156,221,41
306,46,3,1,0,459,531,128
328,28,0,1,0,434,143,89
952,11,2,1,1,438,971,73
677,35,0,1,1,280,416,110
174,34,3,1,1,396,480,151
534,11,2,0,0,148,244,43
202,6,6,0,1,190,426,70
521,28,4,0,0,439,462,74
803,10,3,0,1,39,149,57
863,32,6,1,1,66,164,109
837,5,4,1,0,241,454,41
905,46,1,0,0,155,899,82
405,14,5,1,1,444,263,107
197,31,3,1,1,393,240,143
